game_id,opening_eco,opening_name,opening_moves,opening_description,white_rating,black_rating,result,time_control,created_at
sample_592,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2131,2056,black,rapid,2024-01-01
sample_593,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2184,2182,white,rapid,2024-01-01
sample_594,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2060,2158,black,rapid,2024-01-01
sample_595,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2081,2087,black,rapid,2024-01-01
sample_596,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2060,2056,black,rapid,2024-01-01
sample_597,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2155,2096,white,rapid,2024-01-01
sample_598,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2128,2171,draw,rapid,2024-01-01
sample_599,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2086,2051,draw,rapid,2024-01-01
sample_600,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2159,2017,white,rapid,2024-01-01
sample_601,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2077,2045,white,rapid,2024-01-01
sample_602,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2011,2137,white,rapid,2024-01-01
sample_603,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2087,2073,draw,rapid,2024-01-01
sample_604,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2157,2188,draw,rapid,2024-01-01
sample_605,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2021,2179,draw,rapid,2024-01-01
sample_606,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2198,2049,white,rapid,2024-01-01
sample_607,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2158,2087,draw,rapid,2024-01-01
sample_608,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2048,2018,white,rapid,2024-01-01
sample_609,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2186,2044,white,rapid,2024-01-01
sample_610,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2138,2124,white,rapid,2024-01-01
sample_611,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2039,2121,white,rapid,2024-01-01
sample_612,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2117,2165,white,rapid,2024-01-01
sample_613,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2154,2089,white,rapid,2024-01-01
sample_614,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2177,2170,draw,rapid,2024-01-01
sample_615,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2093,2064,black,rapid,2024-01-01
sample_616,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2147,2132,white,rapid,2024-01-01
sample_617,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2093,2092,draw,rapid,2024-01-01
sample_618,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2050,2125,black,rapid,2024-01-01
sample_619,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2100,2028,black,rapid,2024-01-01
sample_620,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2162,2176,draw,rapid,2024-01-01
sample_621,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2080,2058,white,rapid,2024-01-01
sample_622,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2056,2114,white,rapid,2024-01-01
sample_623,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2102,2188,draw,rapid,2024-01-01
sample_624,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2129,2122,draw,rapid,2024-01-01
sample_625,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2045,2110,white,rapid,2024-01-01
sample_626,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2122,2138,black,rapid,2024-01-01
sample_627,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2010,2038,white,rapid,2024-01-01
sample_628,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2083,2148,white,rapid,2024-01-01
sample_629,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2162,2172,draw,rapid,2024-01-01
sample_630,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2162,2130,draw,rapid,2024-01-01
sample_631,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2045,2101,black,rapid,2024-01-01
sample_632,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2025,2137,white,rapid,2024-01-01
sample_633,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2007,2094,black,rapid,2024-01-01
sample_634,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2128,2099,white,rapid,2024-01-01
sample_635,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2164,2011,white,rapid,2024-01-01
sample_636,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2151,2069,white,rapid,2024-01-01
sample_637,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2085,2169,white,rapid,2024-01-01
sample_638,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2002,2104,draw,rapid,2024-01-01
sample_639,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2095,2134,draw,rapid,2024-01-01
sample_640,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2059,2026,black,rapid,2024-01-01
sample_641,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2118,2119,white,rapid,2024-01-01
sample_642,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2147,2030,white,rapid,2024-01-01
sample_643,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2112,2007,white,rapid,2024-01-01
sample_644,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2076,2132,white,rapid,2024-01-01
sample_645,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2199,2138,draw,rapid,2024-01-01
sample_646,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2147,2034,black,rapid,2024-01-01
sample_647,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2168,2185,draw,rapid,2024-01-01
sample_648,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2064,2091,white,rapid,2024-01-01
sample_649,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2152,2055,white,rapid,2024-01-01
sample_650,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2063,2000,black,rapid,2024-01-01
sample_651,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2129,2115,draw,rapid,2024-01-01
sample_652,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2184,2197,white,rapid,2024-01-01
sample_653,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2104,2060,draw,rapid,2024-01-01
sample_654,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2017,2120,draw,rapid,2024-01-01
sample_655,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2159,2146,black,rapid,2024-01-01
sample_656,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2170,2067,draw,rapid,2024-01-01
sample_657,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2016,2001,white,rapid,2024-01-01
sample_658,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2029,2106,white,rapid,2024-01-01
sample_659,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2054,2176,white,rapid,2024-01-01
sample_660,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2070,2164,black,rapid,2024-01-01
sample_661,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2137,2011,black,rapid,2024-01-01
sample_662,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2155,2039,black,rapid,2024-01-01
sample_663,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2169,2098,black,rapid,2024-01-01
sample_664,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2036,2144,white,rapid,2024-01-01
sample_665,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2113,2107,draw,rapid,2024-01-01
sample_666,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2175,2070,draw,rapid,2024-01-01
sample_667,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2102,2191,black,rapid,2024-01-01
sample_668,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2006,2183,white,rapid,2024-01-01
sample_669,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2166,2137,white,rapid,2024-01-01
sample_670,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2031,2002,black,rapid,2024-01-01
sample_671,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2129,2162,draw,rapid,2024-01-01
sample_672,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2115,2141,draw,rapid,2024-01-01
sample_673,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2077,2023,white,rapid,2024-01-01
sample_674,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2153,2174,black,rapid,2024-01-01
sample_675,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2178,2123,draw,rapid,2024-01-01
sample_676,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2012,2128,white,rapid,2024-01-01
sample_677,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2093,2062,draw,rapid,2024-01-01
sample_678,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2179,2103,white,rapid,2024-01-01
sample_679,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2000,2183,draw,rapid,2024-01-01
sample_680,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2163,2003,draw,rapid,2024-01-01
sample_681,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2034,2132,white,rapid,2024-01-01
sample_682,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2155,2034,white,rapid,2024-01-01
sample_683,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2051,2049,white,rapid,2024-01-01
sample_684,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2059,2079,draw,rapid,2024-01-01
sample_685,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2170,2190,draw,rapid,2024-01-01
sample_686,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2112,2193,black,rapid,2024-01-01
sample_687,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2077,2092,white,rapid,2024-01-01
sample_688,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2059,2038,black,rapid,2024-01-01
sample_689,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2083,2134,draw,rapid,2024-01-01
sample_690,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2179,2118,draw,rapid,2024-01-01
sample_691,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2153,2184,black,rapid,2024-01-01
sample_692,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2051,2098,white,rapid,2024-01-01
sample_693,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2151,2114,white,rapid,2024-01-01
sample_694,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2023,2125,black,rapid,2024-01-01
sample_695,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2033,2188,draw,rapid,2024-01-01
sample_696,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2186,2151,white,rapid,2024-01-01
sample_697,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2117,2161,draw,rapid,2024-01-01
sample_698,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2109,2085,black,rapid,2024-01-01
sample_699,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2006,2193,draw,rapid,2024-01-01
sample_700,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2044,2086,white,rapid,2024-01-01
sample_701,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2143,2032,white,rapid,2024-01-01
sample_702,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2090,2171,white,rapid,2024-01-01
sample_703,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2100,2120,white,rapid,2024-01-01
sample_704,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2309,2263,white,rapid,2024-01-01
sample_705,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2220,2382,draw,rapid,2024-01-01
sample_706,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2385,2362,white,rapid,2024-01-01
sample_707,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2243,2398,black,rapid,2024-01-01
sample_708,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2252,2329,black,rapid,2024-01-01
sample_709,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2312,2342,white,rapid,2024-01-01
sample_710,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2364,2339,white,rapid,2024-01-01
sample_711,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2337,2325,white,rapid,2024-01-01
sample_712,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2257,2359,draw,rapid,2024-01-01
sample_713,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2382,2249,white,rapid,2024-01-01
sample_714,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2295,2370,white,rapid,2024-01-01
sample_715,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2299,2373,white,rapid,2024-01-01
sample_716,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2218,2268,black,rapid,2024-01-01
sample_717,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2350,2292,white,rapid,2024-01-01
sample_718,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2236,2334,draw,rapid,2024-01-01
sample_719,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2296,2208,draw,rapid,2024-01-01
sample_720,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2227,2253,black,rapid,2024-01-01
sample_721,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2377,2354,draw,rapid,2024-01-01
sample_722,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2331,2373,black,rapid,2024-01-01
sample_723,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2278,2397,black,rapid,2024-01-01
sample_724,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2395,2262,white,rapid,2024-01-01
sample_725,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2290,2306,white,rapid,2024-01-01
sample_726,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2319,2353,white,rapid,2024-01-01
sample_727,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2272,2378,white,rapid,2024-01-01
sample_728,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2237,2266,white,rapid,2024-01-01
sample_729,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2316,2230,white,rapid,2024-01-01
sample_730,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2381,2356,black,rapid,2024-01-01
sample_731,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2202,2213,draw,rapid,2024-01-01
sample_732,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2334,2286,draw,rapid,2024-01-01
sample_733,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2341,2336,white,rapid,2024-01-01
sample_734,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2339,2201,draw,rapid,2024-01-01
sample_735,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2236,2288,white,rapid,2024-01-01
sample_736,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2320,2356,black,rapid,2024-01-01
sample_737,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2315,2279,draw,rapid,2024-01-01
sample_738,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2338,2359,black,rapid,2024-01-01
sample_739,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2396,2251,white,rapid,2024-01-01
sample_740,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2397,2398,white,rapid,2024-01-01
sample_741,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2255,2396,white,rapid,2024-01-01
sample_742,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2327,2331,black,rapid,2024-01-01
sample_743,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2381,2211,draw,rapid,2024-01-01
sample_744,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2277,2290,white,rapid,2024-01-01
sample_745,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2255,2398,draw,rapid,2024-01-01
sample_746,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2266,2301,white,rapid,2024-01-01
sample_747,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2386,2277,draw,rapid,2024-01-01
sample_748,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2244,2228,draw,rapid,2024-01-01
sample_749,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2246,2382,white,rapid,2024-01-01
sample_750,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2275,2242,white,rapid,2024-01-01
sample_751,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2389,2377,black,rapid,2024-01-01
sample_752,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2270,2202,white,rapid,2024-01-01
sample_753,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2368,2310,white,rapid,2024-01-01
sample_754,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2365,2359,draw,rapid,2024-01-01
sample_755,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2210,2380,draw,rapid,2024-01-01
sample_756,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2375,2312,black,rapid,2024-01-01
sample_757,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2258,2388,black,rapid,2024-01-01
sample_758,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2380,2246,black,rapid,2024-01-01
sample_759,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2354,2328,black,rapid,2024-01-01
sample_760,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2237,2327,white,rapid,2024-01-01
sample_761,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2395,2208,draw,rapid,2024-01-01
sample_762,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2287,2391,draw,rapid,2024-01-01
sample_763,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2272,2345,white,rapid,2024-01-01
sample_764,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2393,2236,black,rapid,2024-01-01
sample_765,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2215,2242,white,rapid,2024-01-01
sample_766,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2310,2257,white,rapid,2024-01-01
sample_767,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2239,2279,white,rapid,2024-01-01
sample_768,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2291,2339,white,rapid,2024-01-01
sample_769,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2273,2311,draw,rapid,2024-01-01
sample_770,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2321,2319,white,rapid,2024-01-01
sample_771,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2244,2331,draw,rapid,2024-01-01
sample_772,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2293,2316,draw,rapid,2024-01-01
sample_773,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2250,2381,draw,rapid,2024-01-01
sample_774,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2296,2283,white,rapid,2024-01-01
sample_775,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2241,2367,white,rapid,2024-01-01
sample_776,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2266,2251,draw,rapid,2024-01-01
sample_777,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2331,2285,white,rapid,2024-01-01
sample_778,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2382,2277,draw,rapid,2024-01-01
sample_779,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2314,2334,draw,rapid,2024-01-01
sample_780,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2299,2270,white,rapid,2024-01-01
sample_781,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2398,2258,white,rapid,2024-01-01
sample_782,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2349,2230,white,rapid,2024-01-01
sample_783,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2416,2490,black,rapid,2024-01-01
sample_784,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2412,2417,draw,rapid,2024-01-01
sample_785,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2542,2450,draw,rapid,2024-01-01
sample_786,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2522,2527,draw,rapid,2024-01-01
sample_787,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2546,2556,white,rapid,2024-01-01
sample_788,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2411,2415,black,rapid,2024-01-01
sample_789,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2429,2447,white,rapid,2024-01-01
sample_790,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2414,2436,black,rapid,2024-01-01
sample_791,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2425,2496,white,rapid,2024-01-01
sample_792,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2419,2401,black,rapid,2024-01-01
sample_793,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2550,2408,black,rapid,2024-01-01
sample_794,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2530,2575,draw,rapid,2024-01-01
sample_795,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2585,2417,draw,rapid,2024-01-01
sample_796,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2506,2508,draw,rapid,2024-01-01
sample_797,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2551,2413,white,rapid,2024-01-01
sample_798,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2566,2554,draw,rapid,2024-01-01
sample_799,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2421,2598,white,rapid,2024-01-01
sample_800,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2429,2562,white,rapid,2024-01-01
sample_801,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2484,2402,draw,rapid,2024-01-01
sample_802,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2577,2595,draw,rapid,2024-01-01
sample_803,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2478,2592,black,rapid,2024-01-01
sample_804,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2448,2506,white,rapid,2024-01-01
sample_805,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2430,2574,black,rapid,2024-01-01
sample_806,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2402,2529,draw,rapid,2024-01-01
sample_807,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2532,2588,white,rapid,2024-01-01
sample_808,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2473,2492,draw,rapid,2024-01-01
sample_809,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2507,2509,white,rapid,2024-01-01
sample_810,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2411,2590,draw,rapid,2024-01-01
sample_811,B20,Sicilian Defense,1. e4 c5,"Aggressive counter-attack, fighting for center control",2524,2472,white,rapid,2024-01-01
